Country,Year,Life,Population,GDP,Region
Indonesia,2005,68.883,227303175,6892,East Asia & Pacific
Indonesia,2006,69.171,229918547,7168,East Asia & Pacific
Indonesia,2007,69.445,232461746,7516,East Asia & Pacific
Indonesia,2008,69.705,234951154,7856,East Asia & Pacific
Indonesia,2009,69.951,237414495,8108,East Asia & Pacific
Indonesia,2010,70.185,239870937,8498,East Asia & Pacific
Indonesia,2011,70.408,242325638,8907,East Asia & Pacific
Indonesia,2012,70.624,244769110,9327,East Asia & Pacific
Indonesia,2013,70.833,247188189,9729,East Asia & Pacific
Iran,1964,47.173,24408927,6188,Middle East & North Africa
Iran,1965,47.73,25063612,6768,Middle East & North Africa
Iran,1966,48.3,25743217,7252,Middle East & North Africa
Iran,1967,48.889,26448218,7862,Middle East & North Africa
Iran,1968,49.505,27173692,8816,Middle East & North Africa
Iran,1969,50.15,27912687,9709,Middle East & North Africa
Iran,1970,50.856,28662011,10467,Middle East & North Africa
Iran,1971,51.662,29421198,11475,Middle East & North Africa
Iran,1972,52.561,30197689,13019,Middle East & North Africa
Iran,1973,53.514,31006191,13782,Middle East & North Africa
Iran,1974,54.463,31866190,14316,Middle East & North Africa
Iran,1975,55.266,32793173,14690,Middle East & North Africa
Iran,1976,55.75,33788867,16697,Middle East & North Africa
Iran,1977,55.838,34853522,16033,Middle East & North Africa
Iran,1978,55.533,35998637,13827,Middle East & North Africa
Iran,1979,54.907,37237306,12312,Middle East & North Africa
Iran,1980,54.139,38576541,10366,Middle East & North Africa
Iran,1981,53.468,40012129,9691,Middle East & North Africa
Iran,1982,53.117,41533339,10715,Middle East & North Africa
Iran,1983,53.239,43130529,11655,Middle East & North Africa
Iran,1984,53.882,44790735,11274,Middle East & North Africa
Iran,1985,55.032,46497235,11047,Middle East & North Africa
Iran,1986,56.595,48257311,9675,Middle East & North Africa
Iran,1987,58.365,50052662,9335,Middle East & North Africa
Iran,1988,60.153,51810746,8626,Middle East & North Africa
Iran,1989,61.857,53437770,8753,Middle East & North Africa
Iran,1990,63.379,54870583,9511,Middle East & North Africa
Iran,1991,64.662,56071545,10502,Middle East & North Africa
Iran,1992,65.728,57067645,10792,Middle East & North Africa
Iran,1993,66.602,57940444,10500,Middle East & North Africa
Iran,1994,67.289,58808655,10344,Middle East & North Africa
Iran,1995,67.815,59757114,10477,Middle East & North Africa
Iran,1996,68.221,60815686,11043,Middle East & North Africa
Iran,1997,68.565,61955730,11216,Middle East & North Africa
Iran,1998,68.896,63133032,11311,Middle East & North Africa
Iran,1999,69.241,64278307,11327,Middle East & North Africa
Iran,2000,69.611,65342319,11719,Middle East & North Africa
Iran,2001,70.004,66313553,11977,Middle East & North Africa
Iran,2002,70.396,67212850,12712,Middle East & North Africa
Iran,2003,70.77,68061695,13454,Middle East & North Africa
Iran,2004,71.126,68893323,13975,Middle East & North Africa
Iran,2005,71.467,69732007,14452,Middle East & North Africa
Iran,2006,71.797,70582086,15127,Middle East & North Africa
Iran,2007,72.122,71435498,15903,Middle East & North Africa
Iran,2008,72.445,72289291,15955,Middle East & North Africa
Iran,2009,72.769,73137148,16123,Middle East & North Africa
Iran,2010,73.094,73973630,16980,Middle East & North Africa
Iran,2011,73.417,74798599,17425,Middle East & North Africa
Iran,2012,73.736,75611798,16068,Middle East & North Africa
Iran,2013,74.048,76407013,15552,Middle East & North Africa
Iraq,1964,52.73,8227763,6805,Middle East & North Africa
Iraq,1965,53.839,8483109,7178,Middle East & North Africa
Iraq,1966,54.885,8759064,7306,Middle East & North Africa
Iraq,1967,55.85,9054873,6898,Middle East & North Africa
Iraq,1968,56.723,9367055,7852,Middle East & North Africa
Iraq,1969,57.5,9690613,7846,Middle East & North Africa
Iraq,1970,58.199,10021785,7555,Middle East & North Africa
Iraq,1971,58.849,10358219,7785,Middle East & North Africa
Iraq,1972,59.47,10700247,7354,Middle East & North Africa
Iraq,1973,60.062,11049889,8648,Middle East & North Africa
Iraq,1974,60.611,11410460,9508,Middle East & North Africa
Iraq,1975,61.042,11783644,10522,Middle East & North Africa
Iraq,1976,61.259,12170881,11920,Middle East & North Africa
Iraq,1977,61.223,12569201,11575,Middle East & North Africa
Iraq,1978,60.951,12970635,13210,Middle East & North Africa
Iraq,1979,60.507,13364514,16718,Middle East & North Africa
Iraq,1980,60.03,13743534,16614,Middle East & North Africa
Iraq,1981,59.694,14106693,13478,Middle East & North Africa
Iraq,1982,59.642,14457565,12681,Middle East & North Africa
Iraq,1983,59.962,14799456,10779,Middle East & North Africa
Iraq,1984,60.673,15137560,10666,Middle East & North Africa
Iraq,1985,61.744,15477228,10711,Middle East & North Africa
Iraq,1986,63.087,15818309,11057,Middle East & North Africa
Iraq,1987,64.538,16164205,13010,Middle East & North Africa
Iraq,1988,65.953,16528250,13153,Middle East & North Africa
Iraq,1989,67.246,16927393,11519,Middle East & North Africa
Iraq,1990,68.348,17373767,11212,Middle East & North Africa
Iraq,1991,69.223,17871623,3921,Middle East & North Africa
Iraq,1992,69.9,18417924,5048,Middle East & North Africa
Iraq,1993,70.408,19008018,6379,Middle East & North Africa
Iraq,1994,70.754,19633844,6420,Middle East & North Africa
Iraq,1995,70.955,20288226,6353,Middle East & North Africa
Iraq,1996,71.043,20972915,6834,Middle East & North Africa
Iraq,1997,71.053,21686777,8027,Middle East & North Africa
Iraq,1998,71.017,22416190,10490,Middle East & North Africa
Iraq,1999,70.95,23143629,11958,Middle East & North Africa
Iraq,2000,70.845,23857458,11764,Middle East & North Africa
Iraq,2001,70.68,24552000,11684,Middle East & North Africa
Iraq,2002,70.437,25233067,10567,Middle East & North Africa
Iraq,2003,70.118,25914982,6873,Middle East & North Africa
Iraq,2004,69.747,26618523,10311,Middle East & North Africa
Iraq,2005,69.37,27359461,10489,Middle East & North Africa
Iraq,2006,69.038,28140999,11271,Middle East & North Africa
Iraq,2007,68.792,28960581,11157,Middle East & North Africa
Iraq,2008,68.659,29821136,11616,Middle East & North Africa
Iraq,2009,68.649,30724614,11992,Middle East & North Africa
Iraq,2010,68.753,31671591,12330,Middle East & North Africa
Iraq,2011,68.946,32664942,13248,Middle East & North Africa
Iraq,2012,69.181,33703068,14545,Middle East & North Africa
Iraq,2013,69.419,34776205,15368,Middle East & North Africa
Ireland,1964,70.49,2860976,9215,Europe & Central Asia
Ireland,1965,70.69,2874711,9350,Europe & Central Asia
Ireland,1966,70.2,2887470,9416,Europe & Central Asia
Ireland,1967,71.24,2900350,9933,Europe & Central Asia
Ireland,1968,70.93,2915420,10722,Europe & Central Asia
Ireland,1969,70.85,2935643,11331,Europe & Central Asia
Ireland,1970,70.89,2963020,11551,Europe & Central Asia
Ireland,1971,71.68,2997907,11850,Europe & Central Asia
Ireland,1972,71.02,3039128,12440,Europe & Central Asia
Ireland,1973,71.24,3085214,12834,Europe & Central Asia
Ireland,1974,71.18,3134031,13176,Europe & Central Asia
Ireland,1975,71.76,3183759,13703,Europe & Central Asia
Ireland,1976,71.86,3233907,13691,Europe & Central Asia
Ireland,1977,72,3284081,14631,Europe & Central Asia
Ireland,1978,71.98,3332644,15499,Europe & Central Asia
Ireland,1979,72.25,3377699,15734,Europe & Central Asia
Ireland,1980,72.6,3417798,16078,Europe & Central Asia
Ireland,1981,72.96,3452589,16425,Europe & Central Asia
Ireland,1982,73.23,3482073,16640,Europe & Central Asia
Ireland,1983,73.26,3505714,16502,Europe & Central Asia
Ireland,1984,73.71,3523059,17116,Europe & Central Asia
Ireland,1985,73.65,3534103,17606,Europe & Central Asia
Ireland,1986,73.72,3538519,17546,Europe & Central Asia
Ireland,1987,74.52,3537244,18385,Europe & Central Asia
Ireland,1988,74.55,3533181,19420,Europe & Central Asia
Ireland,1989,74.58,3530188,20665,Europe & Central Asia
Ireland,1990,74.98,3531219,22468,Europe & Central Asia
Ireland,1991,75.14,3537626,22770,Europe & Central Asia
Ireland,1992,75.54,3549302,23371,Europe & Central Asia
Ireland,1993,75.4,3565952,23881,Europe & Central Asia
Ireland,1994,75.91,3586685,25156,Europe & Central Asia
Ireland,1995,75.58,3610958,27439,Europe & Central Asia
Ireland,1996,75.94,3638457,29695,Europe & Central Asia
Ireland,1997,76.08,3669860,32568,Europe & Central Asia
Ireland,1998,76.3,3706687,34985,Europe & Central Asia
Ireland,1999,76.2,3750945,38122,Europe & Central Asia
Ireland,2000,76.66,3803780,41198,Europe & Central Asia
Ireland,2001,77.24,3865820,42686,Europe & Central Asia
Ireland,2002,77.73,3935781,44423,Europe & Central Asia
Ireland,2003,78.24,4010506,44998,Europe & Central Asia
Ireland,2004,78.64,4085676,46205,Europe & Central Asia
Ireland,2005,79.4,4158042,47775,Europe & Central Asia
Ireland,2006,79.73,4226428,49048,Europe & Central Asia
Ireland,2007,79.655,4291258,50001,Europe & Central Asia
Ireland,2008,79.94,4352866,47713,Europe & Central Asia
Ireland,2009,79.924,4412181,44222,Europe & Central Asia
Ireland,2010,80.151,4469900,43860,Europe & Central Asia
Ireland,2011,80.349,4525802,44913,Europe & Central Asia
Ireland,2012,80.531,4579498,44673,Europe & Central Asia
Ireland,2013,80.707,4631391,44640,Europe & Central Asia
Israel,1964,69.855,2443420,8152,Middle East & North Africa
Israel,1965,70.123,2522641,8630,Middle East & North Africa
Israel,1966,70.374,2591671,8504,Middle East & North Africa
Israel,1967,70.604,2652723,8535,Middle East & North Africa
Israel,1968,70.812,2711274,9634,Middle East & North Africa
Israel,1969,71.003,2775091,10562,Middle East & North Africa
Israel,1970,71.185,2849534,11062,Middle East & North Africa
Israel,1971,71.372,2936585,11878,Middle East & North Africa
Israel,1972,71.572,3033863,12903,Middle East & North Africa
Israel,1973,71.794,3137027,13110,Middle East & North Africa
Israel,1974,72.039,3239653,13606,Middle East & North Africa
Israel,1975,72.308,3336984,13751,Middle East & North Africa
Israel,1976,72.597,3428067,13626,Middle East & North Africa
Israel,1977,72.895,3514143,13324,Middle East & North Africa
Israel,1978,73.194,3595324,13656,Middle East & North Africa
Israel,1979,73.489,3672295,14159,Middle East & North Africa
Israel,1980,73.774,3745797,14768,Middle East & North Africa
Israel,1981,74.046,3816400,15245,Middle East & North Africa
Israel,1982,74.306,3884594,15265,Middle East & North Africa
Israel,1983,74.82,3951159,15501,Middle East & North Africa
Israel,1984,75.11,4017024,15310,Middle East & North Africa
Israel,1985,75.44,4083495,15542,Middle East & North Africa
Israel,1986,75.27,4149457,16015,Middle East & North Africa
Israel,1987,75.65,4216475,16871,Middle East & North Africa
Israel,1988,76.01,4291626,16906,Middle East & North Africa
Israel,1989,76.61,4384139,16743,Middle East & North Africa
Israel,1990,77.08,4499949,17152,Middle East & North Africa
Israel,1991,76.93,4642324,17394,Middle East & North Africa
Israel,1992,76.8,4807603,17749,Middle East & North Africa
Israel,1993,77.39,4986162,18244,Middle East & North Africa
Israel,1994,77.64,5164345,19010,Middle East & North Africa
Israel,1995,77.62,5332079,22550,Middle East & North Africa
Israel,1996,78.23,5486774,23240,Middle East & North Africa
Israel,1997,78.12,5630785,23544,Middle East & North Africa
Israel,1998,78.29,5765115,24009,Middle East & North Africa
Israel,1999,78.57,5892366,24263,Middle East & North Africa
Israel,2000,78.75,6014953,25739,Middle East & North Africa
Israel,2001,79.16,6131313,25167,Middle East & North Africa
Israel,2002,79.15,6241593,24650,Middle East & North Africa
Israel,2003,79.5,6352106,24470,Middle East & North Africa
Israel,2004,79.96,6471236,25256,Middle East & North Africa
Israel,2005,80.02,6604572,25891,Middle East & North Africa
Israel,2006,80.37,6755143,26908,Middle East & North Africa
Israel,2007,80.46,6920182,28091,Middle East & North Africa
Israel,2008,80.836,7092324,28562,Middle East & North Africa
Israel,2009,81.105,7260949,28419,Middle East & North Africa
Israel,2010,81.295,7418400,29509,Middle East & North Africa
Israel,2011,81.473,7562194,30183,Middle East & North Africa
Israel,2012,81.641,7694670,30518,Middle East & North Africa
Israel,2013,81.801,7818860,30927,Middle East & North Africa
Italy,1964,70.4,51054762,12343,Europe & Central Asia
Italy,1965,70.27,51453513,12599,Europe & Central Asia
Italy,1966,71.02,51839323,13279,Europe & Central Asia
Italy,1967,71.06,52215095,13997,Europe & Central Asia
Italy,1968,70.88,52584254,14929,Europe & Central Asia
Italy,1969,70.9,52952971,15735,Europe & Central Asia
Italy,1970,71.66,53324772,16450,Europe & Central Asia
Italy,1971,71.91,53700117,16680,Europe & Central Asia
Italy,1972,72.19,54074032,17160,Europe & Central Asia
Italy,1973,72.13,54438147,18390,Europe & Central Asia
Italy,1974,72.85,54781374,19085,Europe & Central Asia
Italy,1975,72.76,55095516,18469,Europe & Central Asia
Italy,1976,73.11,55377233,19699,Europe & Central Asia
Italy,1977,73.48,55627789,20050,Europe & Central Asia
Italy,1978,73.83,55849349,20882,Europe & Central Asia
Italy,1979,74.16,56046086,22146,Europe & Central Asia
Italy,1980,74.12,56221171,22861,Europe & Central Asia
Italy,1981,74.51,56376115,23113,Europe & Central Asia
Italy,1982,74.98,56510204,23385,Europe & Central Asia
Italy,1983,74.8,56622072,23664,Europe & Central Asia
Italy,1984,75.56,56709575,24842,Europe & Central Asia
Italy,1985,75.67,56772141,25646,Europe & Central Asia
Italy,1986,76,56808914,26242,Europe & Central Asia
Italy,1987,76.42,56823401,27304,Europe & Central Asia
Italy,1988,76.6,56824700,28879,Europe & Central Asia
Italy,1989,77,56824792,30152,Europe & Central Asia
Italy,1990,77.06,56832330,30746,Europe & Central Asia
Italy,1991,77.07,56856059,31198,Europe & Central Asia
Italy,1992,77.44,56895154,31437,Europe & Central Asia
Italy,1993,77.72,56937520,31149,Europe & Central Asia
Italy,1994,77.93,56965197,31813,Europe & Central Asia
Italy,1995,78.19,56968039,32731,Europe & Central Asia
Italy,1996,78.52,56938342,33143,Europe & Central Asia
Italy,1997,78.82,56888300,33733,Europe & Central Asia
Italy,1998,78.92,56851522,34269,Europe & Central Asia
Italy,1999,79.32,56873677,34798,Europe & Central Asia
Italy,2000,79.73,56986329,36073,Europe & Central Asia
Italy,2001,80.01,57199219,36692,Europe & Central Asia
Italy,2002,80.25,57498867,36729,Europe & Central Asia
Italy,2003,80.33,57864332,36622,Europe & Central Asia
Italy,2004,81.19,58263782,36962,Europe & Central Asia
Italy,2005,81.18,58671206,37130,Europe & Central Asia
Italy,2006,81.59,59082100,37761,Europe & Central Asia
Italy,2007,81.111,59495243,38125,Europe & Central Asia
Italy,2008,81.236,59891479,37475,Europe & Central Asia
Italy,2009,81.752,60248654,35260,Europe & Central Asia
Italy,2010,81.923,60550848,35753,Europe & Central Asia
Italy,2011,82.083,60788694,35901,Europe & Central Asia
Italy,2012,82.235,60964145,34813,Europe & Central Asia
Italy,2013,82.385,61087395,33827,Europe & Central Asia
Jamaica,1964,66.282,1734820,5965,America
Jamaica,1965,66.678,1760400,6304,America
Jamaica,1966,67.04,1783255,6424,America
Jamaica,1967,67.374,1804079,6522,America
Jamaica,1968,67.686,1824153,6734,America
Jamaica,1969,67.981,1845371,7132,America
Jamaica,1970,68.259,1869031,7880,America
Jamaica,1971,68.522,1895729,7769,America
Jamaica,1972,68.767,1924871,7862,America
Jamaica,1973,68.995,1955153,8398,America
Jamaica,1974,69.209,1984678,7929,America
Jamaica,1975,69.419,2012156,7782,America
Jamaica,1976,69.634,2036770,7196,America
Jamaica,1977,69.857,2059107,6952,America
Jamaica,1978,70.087,2080943,6912,America
Jamaica,1979,70.319,2104823,6688,America
Jamaica,1980,70.542,2132390,6243,America
Jamaica,1981,70.741,2164601,6310,America
Jamaica,1982,70.904,2200377,6268,America
Jamaica,1983,71.02,2236865,6375,America
Jamaica,1984,71.087,2270069,6288,America
Jamaica,1985,71.103,2297232,5969,America
Jamaica,1986,71.072,2317284,6041,America
Jamaica,1987,71.004,2331427,6481,America
Jamaica,1988,70.913,2341957,6641,America
Jamaica,1989,70.809,2352279,7056,America
Jamaica,1990,70.702,2364909,7391,America
Jamaica,1991,70.598,2380447,7697,America
Jamaica,1992,70.501,2398249,7792,America
Jamaica,1993,70.418,2418080,8463,America
Jamaica,1994,70.355,2439337,8514,America
Jamaica,1995,70.315,2461516,8644,America
Jamaica,1996,70.299,2484672,8531,America
Jamaica,1997,70.306,2508867,8354,America
Jamaica,1998,70.336,2533550,8086,America
Jamaica,1999,70.391,2558003,8115,America
Jamaica,2000,70.479,2581648,8139,America
Jamaica,2001,70.606,2604321,8197,America
Jamaica,2002,70.774,2625968,8349,America
Jamaica,2003,70.981,2646269,8500,America
Jamaica,2004,71.221,2664897,8651,America
Jamaica,2005,71.488,2681653,8803,America
Jamaica,2006,71.775,2696334,8954,America
Jamaica,2007,72.069,2709042,9047,America
Jamaica,2008,72.36,2720282,8951,America
Jamaica,2009,72.638,2730774,8526,America
Jamaica,2010,72.897,2741052,8370,America
Jamaica,2011,73.129,2751273,8485,America
Jamaica,2012,73.338,2761331,8521,America
Jamaica,2013,73.525,2771179,8607,America
Japan,1964,70.28,96253698,6741,East Asia & Pacific
Japan,1965,70.33,97342773,7048,East Asia & Pacific
Japan,1966,71.14,98495891,7724,East Asia & Pacific
Japan,1967,71.43,99712724,8454,East Asia & Pacific
Japan,1968,71.75,100990902,9439,East Asia & Pacific
Japan,1969,71.98,102326089,10548,East Asia & Pacific
Japan,1970,72.07,103710287,14203,East Asia & Pacific
Japan,1971,72.89,105145914,14673,East Asia & Pacific
Japan,1972,73.42,106619818,15694,East Asia & Pacific
Japan,1973,73.48,108089192,16731,East Asia & Pacific
Japan,1974,73.91,109498615,16320,East Asia & Pacific
Japan,1975,74.41,110808090,16632,East Asia & Pacific
Japan,1976,74.81,111996339,17117,East Asia & Pacific
Japan,1977,75.38,113071149,17705,East Asia & Pacific
Japan,1978,75.7,114057650,18484,East Asia & Pacific
Japan,1979,76.21,114996088,19346,East Asia & Pacific
Japan,1980,76.19,115914688,19741,East Asia & Pacific
Japan,1981,76.6,116823958,20413,East Asia & Pacific
Japan,1982,77.11,117711145,20951,East Asia & Pacific
Japan,1983,77.14,118554190,21446,East Asia & Pacific
Japan,1984,77.54,119320901,22268,East Asia & Pacific
Japan,1985,77.84,119990547,23554,East Asia & Pacific
Japan,1986,78.26,120553260,24116,East Asia & Pacific
Japan,1987,78.67,121023579,25018,East Asia & Pacific
Japan,1988,78.58,121434677,26724,East Asia & Pacific
Japan,1989,79.01,121832924,28077,East Asia & Pacific
Japan,1990,79.04,122251184,29550,East Asia & Pacific
Japan,1991,79.31,122703017,30437,East Asia & Pacific
Japan,1992,79.36,123177552,30610,East Asia & Pacific
Japan,1993,79.5,123653405,30587,East Asia & Pacific
Japan,1994,79.91,124097649,30746,East Asia & Pacific
Japan,1995,79.76,124486744,31224,East Asia & Pacific
Japan,1996,80.46,124814986,31958,East Asia & Pacific
Japan,1997,80.69,125091571,32391,East Asia & Pacific
Japan,1998,80.77,125325617,31656,East Asia & Pacific
Japan,1999,80.75,125531619,31535,East Asia & Pacific
Japan,2000,81.35,125720310,32193,East Asia & Pacific
Japan,2001,81.7,125893623,32230,East Asia & Pacific
Japan,2002,82,126048366,32248,East Asia & Pacific
Japan,2003,82.07,126184149,32721,East Asia & Pacific
Japan,2004,82.36,126299414,33483,East Asia & Pacific
Japan,2005,82.27,126392944,33916,East Asia & Pacific
Japan,2006,82.68,126464789,34468,East Asia & Pacific
Japan,2007,82.87,126515486,35183,East Asia & Pacific
Japan,2008,82.81,126544640,34800,East Asia & Pacific
Japan,2009,82.932,126551705,32880,East Asia & Pacific
Japan,2010,83.092,126535920,34404,East Asia & Pacific
Japan,2011,83.255,126497241,34316,East Asia & Pacific
Japan,2012,83.418,126434653,34988,East Asia & Pacific
Japan,2013,83.58,126345235,35614,East Asia & Pacific
Jordan,1964,55.765,1059627,5556,Middle East & North Africa
Jordan,1965,56.526,1129219,5937,Middle East & North Africa
Jordan,1966,57.279,1220890,5855,Middle East & North Africa
Jordan,1967,58.022,1330877,5711,Middle East & North Africa
Jordan,1968,58.752,1449985,4994,Middle East & North Africa
Jordan,1969,59.468,1565143,5182,Middle East & North Africa
Jordan,1970,60.171,1666920,4478,Middle East & North Africa
Jordan,1971,60.864,1752689,4421,Middle East & North Africa
Jordan,1972,61.545,1825322,4401,Middle East & North Africa
Jordan,1973,62.215,1887681,4462,Middle East & North Africa
Jordan,1974,62.869,1944733,4681,Middle East & North Africa
Jordan,1975,63.502,2000538,4824,Middle East & North Africa
Jordan,1976,64.108,2055198,5781,Middle East & North Africa
Jordan,1977,64.683,2108538,5941,Middle East & North Africa
Jordan,1978,65.223,2164159,6939,Middle East & North Africa
Jordan,1979,65.73,2226485,7313,Middle East & North Africa
Jordan,1980,66.206,2298691,8357,Middle East & North Africa
Jordan,1981,66.655,2383227,8397,Middle East & North Africa
Jordan,1982,67.084,2479683,8657,Middle East & North Africa
Jordan,1983,67.498,2584859,8493,Middle East & North Africa
Jordan,1984,67.897,2693837,8884,Middle East & North Africa
Jordan,1985,68.281,2803422,8859,Middle East & North Africa
Jordan,1986,68.646,2910375,9318,Middle East & North Africa
Jordan,1987,68.99,3016540,9244,Middle East & North Africa
Jordan,1988,69.309,3129651,8844,Middle East & North Africa
Jordan,1989,69.602,3260496,7637,Middle East & North Africa
Jordan,1990,69.87,3415567,7057,Middle East & North Africa
Jordan,1991,70.111,3599359,6426,Middle East & North Africa
Jordan,1992,70.329,3806045,7242,Middle East & North Africa
Jordan,1993,70.527,4019284,7242,Middle East & North Africa
Jordan,1994,70.71,4216536,7312,Middle East & North Africa
Jordan,1995,70.883,4382005,7516,Middle East & North Africa
Jordan,1996,71.05,4510082,7443,Middle East & North Africa
Jordan,1997,71.216,4606717,7481,Middle East & North Africa
Jordan,1998,71.382,4682018,7503,Middle East & North Africa
Jordan,1999,71.551,4751501,7566,Middle East & North Africa
Jordan,2000,71.724,4827096,7695,Middle East & North Africa
Jordan,2001,71.9,4910056,7903,Middle East & North Africa
Jordan,2002,72.076,4998372,8160,Middle East & North Africa
Jordan,2003,72.25,5096790,8292,Middle East & North Africa
Jordan,2004,72.421,5210369,8788,Middle East & North Africa
Jordan,2005,72.588,5342002,9293,Middle East & North Africa
Jordan,2006,72.753,5495117,9818,Middle East & North Africa
Jordan,2007,72.914,5667443,10386,Middle East & North Africa
Jordan,2008,73.074,5848952,10897,Middle East & North Africa
Jordan,2009,73.233,6025592,11243,Middle East & North Africa
Jordan,2010,73.39,6187227,11256,Middle East & North Africa
Jordan,2011,73.545,6330169,11292,Middle East & North Africa
Jordan,2012,73.7,6457260,11340,Middle East & North Africa
Jordan,2013,73.854,6572903,11405,Middle East & North Africa
Kazakhstan,1964,60.196,11577537,9418,Europe & Central Asia
Kazakhstan,1965,60.632,11909001,9836,Europe & Central Asia
Kazakhstan,1966,61.055,12200891,10202,Europe & Central Asia
Kazakhstan,1967,61.462,12455366,10546,Europe & Central Asia
Kazakhstan,1968,61.848,12682452,11059,Europe & Central Asia
Kazakhstan,1969,62.21,12897025,11115,Europe & Central Asia
Kazakhstan,1970,62.542,13109992,11864,Europe & Central Asia
Kazakhstan,1971,62.84,13325342,12067,Europe & Central Asia
Kazakhstan,1972,63.107,13540301,12021,Europe & Central Asia
Kazakhstan,1973,63.348,13751019,12914,Europe & Central Asia
Kazakhstan,1974,63.571,13950987,13052,Europe & Central Asia
Kazakhstan,1975,63.785,14136006,12857,Europe & Central Asia
Kazakhstan,1976,64.003,14304947,13224,Europe & Central Asia
Kazakhstan,1977,64.234,14461277,13301,Europe & Central Asia
Kazakhstan,1978,64.484,14610810,13402,Europe & Central Asia
Kazakhstan,1979,64.759,14761508,13115,Europe & Central Asia
Kazakhstan,1980,65.068,14918991,12914,Europe & Central Asia
Kazakhstan,1981,65.425,15082186,12816,Europe & Central Asia
Kazakhstan,1982,65.818,15248460,12913,Europe & Central Asia
Kazakhstan,1983,66.227,15419454,13100,Europe & Central Asia
Kazakhstan,1984,66.626,15596921,13032,Europe & Central Asia
Kazakhstan,1985,66.972,15780002,12922,Europe & Central Asia
Kazakhstan,1986,67.216,15972358,13222,Europe & Central Asia
Kazakhstan,1987,67.331,16167918,13166,Europe & Central Asia
Kazakhstan,1988,67.297,16344294,13225,Europe & Central Asia
Kazakhstan,1989,67.113,16471823,13242,Europe & Central Asia
Kazakhstan,1990,66.777,16530000,12729,Europe & Central Asia
Kazakhstan,1991,66.297,16513480,11258,Europe & Central Asia
Kazakhstan,1992,65.719,16430903,10669,Europe & Central Asia
Kazakhstan,1993,65.098,16293800,9751,Europe & Central Asia
Kazakhstan,1994,64.485,16120117,8647,Europe & Central Asia
Kazakhstan,1995,63.942,15925853,8079,Europe & Central Asia
Kazakhstan,1996,63.532,15712544,8243,Europe & Central Asia
Kazakhstan,1997,63.281,15484686,8517,Europe & Central Asia
Kazakhstan,1998,63.197,15265189,8500,Europe & Central Asia
Kazakhstan,1999,63.282,15082372,8813,Europe & Central Asia
Kazakhstan,2000,63.513,14956694,9706,Europe & Central Asia
Kazakhstan,2001,63.848,14897666,11035,Europe & Central Asia
Kazakhstan,2002,64.228,14901669,12116,Europe & Central Asia
Kazakhstan,2003,64.6,14959072,13198,Europe & Central Asia
Kazakhstan,2004,64.934,15053492,14365,Europe & Central Asia
Kazakhstan,2005,65.215,15171805,15619,Europe & Central Asia
Kazakhstan,2006,65.439,15312333,17109,Europe & Central Asia
Kazakhstan,2007,65.629,15476093,18419,Europe & Central Asia
Kazakhstan,2008,65.801,15655345,18797,Europe & Central Asia
Kazakhstan,2009,65.96,15841096,18527,Europe & Central Asia
Kazakhstan,2010,66.108,16026367,19601,Europe & Central Asia
Kazakhstan,2011,66.252,16206750,20772,Europe & Central Asia
Kazakhstan,2012,66.394,16381297,21506,Europe & Central Asia
Kazakhstan,2013,66.536,16550975,22470,Europe & Central Asia
Kenya,1964,48.841,9200107,1922,Sub-Saharan Africa
Kenya,1965,49.409,9504635,1952,Sub-Saharan Africa
Kenya,1966,49.962,9822419,2114,Sub-Saharan Africa
Kenya,1967,50.513,10154382,2133,Sub-Saharan Africa
Kenya,1968,51.073,10502123,2064,Sub-Saharan Africa
Kenya,1969,51.641,10867576,2124,Sub-Saharan Africa
Kenya,1970,52.217,11252318,1948,Sub-Saharan Africa
Kenya,1971,52.794,11657321,2002,Sub-Saharan Africa
Kenya,1972,53.364,12082989,2029,Sub-Saharan Africa
Kenya,1973,53.923,12529622,2059,Sub-Saharan Africa
Kenya,1974,54.468,12997274,2082,Sub-Saharan Africa
Kenya,1975,55.01,13486116,2000,Sub-Saharan Africa
Kenya,1976,55.561,13995982,2004,Sub-Saharan Africa
Kenya,1977,56.124,14527391,2109,Sub-Saharan Africa
Kenya,1978,56.698,15081923,2214,Sub-Saharan Africa
Kenya,1979,57.268,15661593,2212,Sub-Saharan Africa
Kenya,1980,57.818,16267558,2249,Sub-Saharan Africa
Kenya,1981,58.324,16899958,2246,Sub-Saharan Africa
Kenya,1982,58.765,17557466,2242,Sub-Saharan Africa
Kenya,1983,59.122,18237830,2188,Sub-Saharan Africa
Kenya,1984,59.383,18937969,2144,Sub-Saharan Africa
Kenya,1985,59.546,19655192,2155,Sub-Saharan Africa
Kenya,1986,59.617,20387701,2226,Sub-Saharan Africa
Kenya,1987,59.609,21134404,2275,Sub-Saharan Africa
Kenya,1988,59.529,21894026,2332,Sub-Saharan Africa
Kenya,1989,59.374,22665447,2359,Sub-Saharan Africa
Kenya,1990,59.119,23447177,2376,Sub-Saharan Africa
Kenya,1991,58.73,24240108,2332,Sub-Saharan Africa
Kenya,1992,58.199,25042330,2239,Sub-Saharan Africa
Kenya,1993,57.539,25846436,2177,Sub-Saharan Africa
Kenya,1994,56.783,26642887,2168,Sub-Saharan Africa
Kenya,1995,55.969,27425720,2199,Sub-Saharan Africa
Kenya,1996,55.144,28191597,2227,Sub-Saharan Africa
Kenya,1997,54.365,28944780,2179,Sub-Saharan Africa
